2  07/29/1998 08:00:04 00:00:04 finger 1203 79 172.016.113.084 195.115.218.108 0 -
3  07/29/1998 08:00:11 00:00:02 smtp 1204 25 172.016.113.084 195.073.151.050 0 -
4  07/29/1998 08:00:12 00:00:02 smtp 1205 25 172.016.113.084 194.007.248.153 0 -
5  07/29/1998 08:00:12 00:00:01 domain/u 53 53 192.168.001.010 172.016.112.020 0 -
6  07/29/1998 08:00:13 00:00:03 smtp 1206 25 172.016.113.084 196.037.075.158 0 -
7  07/29/1998 08:00:15 00:00:02 smtp 1207 25 172.016.113.084 195.115.218.108 0 -
8  07/29/1998 08:00:16 00:00:02 smtp 1211 25 172.016.113.084 135.008.060.182 0 -
9  07/29/1998 08:00:29 00:00:01 smtp 1215 25 172.016.112.020 194.007.248.153 0 -
10  07/29/1998 08:00:37 00:00:04 smtp 1024 25 197.182.091.233 172.016.113.084 0 -
12  07/29/1998 08:00:40 00:00:03 smtp 1027 25 196.037.075.158 172.016.113.084 0 -
13  07/29/1998 08:00:40 00:00:02 smtp 1026 25 197.182.091.233 172.016.112.207 0 -
15  07/29/1998 08:00:44 00:00:02 smtp 1052 25 197.182.091.233 172.016.112.050 0 -
16  07/29/1998 08:00:44 00:00:01 smtp 1028 25 197.182.091.233 172.016.114.148 0 -
17  07/29/1998 08:00:45 00:00:03 smtp 1049 25 196.037.075.158 172.016.113.105 0 -
18  07/29/1998 08:00:48 00:00:01 smtp 1104 25 197.182.091.233 172.016.113.204 0 -
19  07/29/1998 08:00:51 00:00:02 smtp 1106 25 197.182.091.233 172.016.112.149 0 -
20  07/29/1998 08:00:54 00:00:01 smtp 1217 25 172.016.112.020 135.013.216.191 0 -
21  07/29/1998 08:00:55 00:00:01 smtp 1107 25 195.115.218.108 172.016.113.084 0 -
22  07/29/1998 08:00:59 00:00:02 smtp 1219 25 172.016.113.105 135.008.060.182 0 -
23  07/29/1998 08:00:59 00:00:01 smtp 1218 25 172.016.113.105 196.227.033.189 0 -
24  07/29/1998 08:01:06 00:00:01 snmp/u 1511 161 194.027.251.021 192.168.001.001 0 -
25  07/29/1998 08:01:06 00:00:01 snmp/u 161 1511 192.168.001.001 194.027.251.021 0 -
26  07/29/1998 08:01:11 00:00:01 snmp/u 161 1898 192.168.001.001 194.027.251.021 0 -
27  07/29/1998 08:01:11 00:00:01 snmp/u 1898 161 194.027.251.021 192.168.001.001 0 -
28  07/29/1998 08:01:16 00:00:01 snmp/u 161 1593 192.168.001.001 194.027.251.021 0 -
